15815	15820
15815	15821
15815	15822
4979	4978
13701	13700
16173	16174
16173	16172
16173	16175
16176	16177
16180	16181
16181	16180
16181	5217
16183	16185
16183	16186
16189	12464
16189	12816
16193	16194
16199	16200
16200	8603
16200	16199
16200	16201
16211	14358
16212	16213
16212	16214
16221	5228
8595	8592
8595	8594
12493	11687
10977	10974
10977	10975
16603	14664
16604	14318
16605	16199
16982	16983
16982	16984
16983	16985
16983	16986
16984	16989
16984	14645
16984	8916
16984	14646
16984	14648
16984	16992
16984	16993
16994	15824
17004	15811
17008	17009
17009	17011
17015	17016
17026	15812
17027	16179
17027	16200
17028	12047
17028	13704
17028	3944
17028	3945
17028	3946
17031	17032
17032	17031
4986	4985
17386	8606
17386	8618
17388	14661
17388	16203
17388	16200
17389	15825
17389	5226
17718	9717
18037	12822
18037	14654
18037	18045
18037	18047
18037	18055
18037	18057
18037	18058
18039	18045
18039	18047
18039	18075
18039	18053
18039	18061
18039	18062
18039	18037
18039	18070
18039	18077
18039	18074
18040	18045
18040	18061
18040	18065
18040	18037
18040	18070
18040	18078
18040	18079
18040	4985
18040	4986
18042	18045
18042	18047
18042	18084
18042	18075
18042	18085
18042	18086
18042	18077
18042	18087
18042	18082
18042	18083
18043	18045
18043	18089
18043	18090
18043	18070
18043	18091
18043	18092
18043	18093
18043	18094
18097	2680
18098	18099
18101	14319
18062	18053
18062	18061
18063	18052
18063	4978
18063	4979
18063	4985
18063	4986
18065	12822
18067	18053
18071	18060
18071	18052
18071	18061
18071	18062
18071	18063
18071	18064
18071	18065
18071	18066
18071	18067
18071	18068
18071	18037
18078	18052
18078	18053
18078	18062
18078	18063
18078	18065
18078	18066
18078	18067
18415	12807
18415	5528
18045	15812
18045	16199
18045	16200
18047	18045
18047	18060
18047	18077
18077	18045
18077	18084
18077	18075
18077	18086
12492	12486
12492	12487
12492	12490
18750	18095
18750	14662
18752	18753
18754	11677
18754	18755
18758	18759
18759	18760
18759	18761
18759	18762
18048	8598
18084	12047
18084	13704
18084	18075
18084	3946
18075	18045
18075	18047
18075	18075
19122	16214
19123	10319
19126	17029
19128	17028
19128	17388
19128	3946
19134	14011
19134	17019
19135	19136
19139	3941
19139	3944
19139	3945
19139	3946
19141	19142
19142	19141
19143	19144
19144	19143
19144	19145
19144	19147
19144	19148
19150	19151
19150	19152
19154	16203
19155	14357
19155	15094
19155	19156
19156	19155
19157	19158
19158	14319
19158	15811
19158	19157
19158	19159
19166	14357
19166	14663
19166	14319
19166	15801
19166	15811
19166	16212
19166	16980
19166	17003
19166	18415
19166	19167
19166	19168
19168	12814
19170	15081
19170	3937
19170	3938
19170	3939
19170	3944
19170	3946
19159	15811
19159	19157
19145	19143
19145	6256
11700	11699
18061	18052
19547	19548
19547	19549
19548	19550
19548	19551
19552	3946
19553	15107
19554	8267
19556	15098
19560	14319
19560	19159
19560	19561
19562	11015
19562	19563
19563	11015
19568	10325
19569	19570
19575	19166
19576	16980
19576	17003
19577	15075
19577	14319
19577	15825
19578	15811
19579	11677
19579	18055
19582	15811
18090	18089
18057	12822
18064	18052
18064	18053
18064	18062
18064	18064
18064	2678
18064	2675
18064	5508
18058	5236
18058	5250
18085	18045
18085	18047
18086	17028
18086	18084
18086	18075
19147	19143
19147	19144
19147	6251
19147	6258
19147	6266
19148	19143
19148	19144
19148	19147
5005	5004
18081	16605
18081	18080
18074	12822
18074	15812
18074	18756
18074	18057
18074	18070
18087	18084
18087	18075
18087	18086
18087	18077
18082	18089
18082	18090
18079	4985
18079	4986
20360	19126
20360	19156
20364	14319
20366	18084
20366	18075
20366	18086
20366	18077
20366	18087
20368	10974
20368	10978
18091	15812
18091	18070
20362	16199
18093	12822
18093	15812
18093	18091
18083	18060
18092	12822
18092	18070
18092	18074
20842	19141
20845	19166
20846	13706
20847	16981
20848	3938
20850	20851
20856	19134
20857	20849
20857	20859
18094	12822
18094	18070
18094	18074
18094	18092
20871	18055
20872	5238
20872	5243
20873	18757
20874	20875
20876	14319
20877	20878
20878	20877
20879	16219
20879	20880
20880	20881
20880	20882
20888	16211
20888	20889
20889	16211
20889	20888
20893	18066
20893	18067
20894	17014
17002	17000
20882	20880
21281	21282
21284	19142
21286	20848
21286	3938
21288	6272
21290	2668
21294	20888
21296	16200
21296	18085
21300	18095
21300	12080
21303	21304
21306	7119
21307	21308
21308	21307
21308	21309
21310	21311
21312	21313
21313	19559
12489	11687
21316	20888
21316	20889
21320	5513
21321	15811
21325	21326
21309	21307
21309	21308
21329	15825
21329	18751
21330	12822
21330	18061
21330	18092
21330	4985
21334	19123
21335	5252
21698	20890
21699	8287
21699	21700
21699	3939
21701	16200
21704	21693
21705	21317
21707	5508
21710	13681
21710	21302
21710	21324
21711	14661
21711	16203
21711	19154
21713	18089
21715	12817
21715	14319
21715	19577
21715	21716
21716	21717
21721	21313
21726	20888
21726	20889
21726	21316
21727	16199
21727	16200
21728	16190
21728	8916
21729	18060
21729	18047
21729	18083
21729	18042
21730	18047
21730	18042
21730	21729
21732	11695
21734	21338
21735	19158
21735	21307
21735	21309
21735	21308
21736	19157
21736	19159
21736	19158
21738	21739
21741	18057
21743	21744
22451	10332
22451	10333
22453	18089
22453	18090
22454	13688
22454	20870
22454	6242
22455	21307
22455	21309
22455	21308
22455	21735
22459	5230
22462	20842
22796	16203
22796	17388
22797	14663
22797	16980
22797	17003
22797	19166
22797	19576
22801	21720
22801	5245
22802	16211
22803	4997
22803	4999
22803	5000
22804	18084
22807	11690
22808	17028
22809	22810
22810	22811
22819	22818
22821	18095
22822	7122
22822	7125
22825	12786
22827	9714
22828	12822
22828	15812
22828	18070
22828	18074
22828	18091
22830	18048
22830	22815
22831	12477
22831	17006
22832	18084
22832	18075
22832	18089
22832	18086
22833	22833
22836	22807
22836	22821
22836	22824
22838	22839
22841	16209
22841	22822
22844	14664
22850	12823
22850	13708
22852	19139
22852	3944
22852	3945
22852	3946
22855	3939
22855	3945
22857	18055
22859	11677
22859	2670
22859	2671
22859	2672
22860	18751
22860	19159
22860	19158
22861	19141
22861	20842
22862	4990
4980	4978
4980	4979
23228	21307
23228	21309
23228	21308
23228	22455
23230	5235
23230	5238
23230	5241
23230	5243
23232	12477
23238	18074
23239	12808
23241	14319
23243	22807
23243	22821
23243	22823
23243	22824
23243	22836
23243	23244
23244	22807
23244	22821
23244	22823
23244	22824
23244	22836
23244	23243
5255	5235
5255	5236
5255	5238
5255	5240
5255	5241
5255	5243
5255	5248
5255	5249
5255	5250
5255	5252
23611	23618
23614	23613
23615	4989
23615	23613
23616	23611
23616	23612
23616	23615
23617	23611
23617	23612
23617	23619
23617	23621
23617	23616
23623	16179
23623	16200
23623	17027
23624	18070
23624	18091
23625	23626
23626	23627
23628	18084
23628	18075
23628	18086
23628	18077
23628	18087
23629	20868
23630	14317
23630	14319
23630	19567
23630	16185
23630	16186
23633	19148
23636	12822
23637	22824
23637	22836
5002	4997
5002	4999
5002	5001
24060	20872
24062	21301
24062	21306
24064	23637
24065	24066
24067	21728
24069	18095
24070	20879
24072	20855
24081	24082
24083	14317
24083	20857
24085	18055
24092	24093
24092	24094
24094	24096
24094	24097
24094	24098
24099	16603
24099	22832
24099	22843
24101	21331
8927	8916
8927	8917
12063	8276
12063	8277
12063	8280
12066	4989
12066	4990
12086	11014
16986	16985
16986	16983
8934	8914
8934	8916
8934	8927
10990	24510
24514	8276
24514	8277
24517	4989
14649	14645
14649	8924
14649	14646
14649	14648
24952	24953
24954	24955
15105	15104
12072	4990
4983	17011
15822	8924
15822	15820
16992	14646
11664	8275
25359	10325
25363	25364
25373	5004
25373	5005
25382	11681
25385	25386
7132	7131
12087	11014
12087	10990
12087	4982
12088	12087
25826	25827
5009	5007
25833	7129
25835	8285
25839	8609
25842	25843
25844	11014
25844	10990
25844	4982
25844	12087
25852	25854
25857	25858
25860	25861
25870	25871
25875	25376
25888	13699
25888	13700
25888	13701
25890	5004
25890	5005
10331	5010
5011	5006
5011	5007
5011	5009
5011	5010
15101	15100
15080	25363
5239	5236
26271	26272
11692	11691
26288	26289
26291	26292
26291	16984
26293	26294
26295	4989
26313	4989
26320	26294
26320	26293
26321	16213
12491	12489
23621	23611
23621	23612
23621	23619
15089	15088
24096	15068
8298	8290
11667	11665
11667	12053
10318	10317
10318	10305
10318	10307
26694	26695
26697	26698
26699	11685
26703	12480
26708	26709
26712	26703
26715	15078
26722	26716
26724	26725
26728	26729
26740	26716
26740	26722
26744	13998
26745	26746
26748	12469
26748	12470
26752	26753
26761	8593
26777	26778
26779	26759
4984	10977
27145	10987
27174	27175
27174	27176
27176	27175
27176	27177
27179	27178
27186	27187
27195	27194
14334	6255
27205	27206
27208	27209
27211	27152
27177	8919
27220	27221
27220	10009
27228	26782
27241	15056
27242	27243
27258	27259
27263	6251
27263	6256
27268	27269
27272	4971
27278	27279
27292	10977
27292	10978
27296	27297
27315	27250
27315	27316
27317	27172
27318	27178
27318	27179
27321	27322
27327	27328
27338	14333
27341	11665
27341	27159
27343	11699
27343	11700
27343	11697
27345	10977
27348	8914
27348	8918
27348	8922
27358	8932
27358	8933
27362	14338
27565	27266
27566	27266
27566	27565
27577	17009
27577	2668
27580	27581
27584	26729
27584	26728
27585	12053
27585	11667
27596	27169
27605	11680
27610	27573
6263	6260
6263	6247
27611	27612
27616	27617
27616	27618
27623	27337
27624	27625
27627	3942
27627	3945
27627	3946
27628	4981
27628	17011
27628	7125
27630	27303
27634	11695
27640	27641
27640	26782
27642	10974
27642	27350
27643	27644
27646	7130
27655	27629
27658	27223
27661	5007
27668	25889
11005	27671
27672	15068
27672	15062
27676	18747
27676	27583
27677	8267
27678	15817
27682	4984
27684	10974
27685	27171
27688	5004
27689	3938
27699	12094
27700	27629
27703	27694
27723	12799
27732	27303
27732	27362
27736	27630
27737	27321
27737	27738
27744	27745
27744	27694
27746	25370
27751	27276
27756	27757
27762	26711
27764	26711
27764	27762
27765	27766
27765	10999
27765	11003
27765	11005
27765	11006
